READ_ONLY,GLOBAL_VALUE,DEFAULT_VALUE,SESSION_VALUE,VARIABLE_NAME,VARIABLE_TYPE,VARIABLE_SCOPE,ENUM_VALUE_LIST,VARIABLE_COMMENT,GLOBAL_VALUE_PATH,NUMERIC_MAX_VALUE,NUMERIC_MIN_VALUE,NUMERIC_BLOCK_SIZE,GLOBAL_VALUE_ORIGIN,COMMAND_LINE_ARGUMENT
YES,DISABLED,NULL,NULL,HAVE_SYMLINK,VARCHAR,GLOBAL,NULL,"If symbolic link support is enabled, will be set to YES, otherwise will be set to NO. Required for the INDEX DIRECTORY and DATA DIRECTORY table options (see CREATE TABLE) and Windows symlink support. Will be set to DISABLED if the server is started with the --skip-symbolic-links option.",NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,/usr/,<blank>,NULL,BASEDIR,VARCHAR,GLOBAL,NULL,Path to installation directory. All paths are usually resolved relative to this,NULL,NULL,NULL,NULL,ENVIRONMENT,REQUIRED
YES,NO,NO,NULL,SECURE_TIMESTAMP,ENUM,GLOBAL,"NO,SUPER,REPLICATION,YES","Restricts direct setting of a session timestamp. Possible levels are: YES - timestamp cannot deviate from the system clock, REPLICATION - replication thread can adjust timestamp to match the master's, SUPER - a user with this privilege and a replication thread can adjust timestamp, NO - historical behavior, anyone can modify session timestamp",NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,<blank>,<blank>,NULL,SSL_KEY,VARCHAR,GLOBAL,NULL,X509 key in PEM format (implies --ssl),NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,268435456,100663296,NULL,INNODB_LOG_FILE_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Size of each log file in a log group.,NULL,18446744073709551615,1048576,65536,CONFIG,REQUIRED
YES,OFF,OFF,NULL,WSREP_RECOVER,BOOLEAN,GLOBAL,"OFF,ON",Recover database state after crash and exit,NULL,NULL,NULL,NULL,COMPILE-TIME,OPTIONAL
YES,512,512,NULL,ARIA_PAGECACHE_FILE_HASH_SIZE,BIGINT UNSIGNED,GLOBAL,NULL,Number of hash buckets for open and changed files.  If you have a lot of Aria files open you should increase this for faster flush of changes. A good value is probably 1/10 of number of possible open Aria files.,NULL,16384,128,1,COMPILE-TIME,REQUIRED
YES,OFF,NULL,NULL,LOG_BIN,BOOLEAN,GLOBAL,"OFF,ON",Whether the binary log is enabled,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,table,table,NULL,WSREP_SR_STORE,ENUM,GLOBAL,"none,table",Storage for streaming replication fragments,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,0,NULL,NULL,LARGE_PAGE_SIZE,INT UNSIGNED,GLOBAL,NULL,"Previously showed the size of large memory pages, unused since multiple page size support was added",NULL,4294967295,0,1,COMPILE-TIME,NULL
YES,NULL,NULL,0,IN_TRANSACTION,BIGINT UNSIGNED,SESSION ONLY,NULL,Whether there is an active transaction,NULL,1,0,1,COMPILE-TIME,NULL
YES,10.6.21,NULL,NULL,INNODB_VERSION,VARCHAR,GLOBAL,NULL,InnoDB version,NULL,NULL,NULL,NULL,COMPILE-TIME,NULL
YES,O_DIRECT,O_DIRECT,NULL,INNODB_FLUSH_METHOD,ENUM,GLOBAL,"fsync,O_DSYNC,littlesync,nosync,O_DIRECT,O_DIRECT_NO_FSYNC",With which method to flush data.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED
YES,ibdata1:12M:autoextend,ibdata1:12M:autoextend,NULL,INNODB_DATA_FILE_PATH,VARCHAR,GLOBAL,NULL,Path to individual files and their sizes.,NULL,NULL,NULL,NULL,COMPILE-TIME,REQUIRED

